,index,time,open,high,low,close,volume
36,10560,2017-01-08 08:00:00,10.06,10.06,10.06,10.06,0.0
37,10800,2017-01-08 12:00:00,10.13,10.13,10.13,10.13,0.0
38,11040,2017-01-08 16:00:00,10.05,10.05,10.05,10.05,0.0
39,11280,2017-01-08 20:00:00,10.15,10.15,10.15,10.15,0.0
40,11520,2017-01-09 00:00:00,10.42,10.42,10.42,10.42,0.0
41,12000,2017-01-09 08:00:00,10.12,10.12,10.12,10.12,0.0
42,12240,2017-01-09 12:00:00,10.71,10.71,10.71,10.71,0.0
43,12480,2017-01-09 16:00:00,10.75,10.75,10.75,10.75,0.0
44,12720,2017-01-09 20:00:00,10.5,10.5,10.5,10.5,0.0
45,12960,2017-01-10 00:00:00,10.38,10.38,10.38,10.38,0.0
46,13440,2017-01-10 08:00:00,10.4,10.54,10.4,10.54,300.0
47,13680,2017-01-10 12:00:00,10.42,10.42,10.42,10.42,0.0
48,13920,2017-01-10 16:00:00,10.58,10.58,10.58,10.58,0.0
49,14160,2017-01-10 20:00:00,10.74,10.74,10.74,10.74,0.0
50,14400,2017-01-11 00:00:00,10.67,10.67,10.67,10.67,0.0
51,14880,2017-01-11 08:00:00,10.61,10.61,10.61,10.61,0.0
52,15120,2017-01-11 12:00:00,10.0,10.0,10.0,10.0,0.0
53,15360,2017-01-11 16:00:00,9.9,9.9,9.9,9.9,0.0
54,15600,2017-01-11 20:00:00,9.67,9.67,9.67,9.67,0.0
55,15840,2017-01-12 00:00:00,9.97,9.97,9.97,9.97,0.0
56,16320,2017-01-12 08:00:00,9.69,9.69,9.69,9.69,0.0
57,16560,2017-01-12 12:00:00,9.45,9.45,9.45,9.45,0.0
58,16800,2017-01-12 16:00:00,9.61,9.61,9.61,9.61,0.0
59,17040,2017-01-12 20:00:00,9.99,9.99,9.99,9.99,0.0
60,17280,2017-01-13 00:00:00,9.74,9.74,9.74,9.74,0.0
61,17760,2017-01-13 08:00:00,9.56,9.56,9.56,9.56,0.0
62,18000,2017-01-13 12:00:00,10.18,10.18,10.18,10.18,0.0
63,18240,2017-01-13 16:00:00,9.75,9.75,9.75,9.75,0.0
64,18480,2017-01-13 20:00:00,9.65,9.65,9.65,9.65,0.0
65,18720,2017-01-14 00:00:00,10.23,10.23,10.23,10.23,0.0
66,19200,2017-01-14 08:00:00,9.7,9.7,9.7,9.7,0.482268
67,19440,2017-01-14 12:00:00,9.7,9.7,9.7,9.7,0.0
68,19680,2017-01-14 16:00:00,10.22,10.22,10.22,10.22,0.0
69,19920,2017-01-14 20:00:00,9.85,9.86,9.85,9.86,5.88
70,20160,2017-01-15 00:00:00,9.85,9.85,9.85,9.85,0.0
71,20640,2017-01-15 08:00:00,9.93,9.93,9.93,9.93,0.0
72,20880,2017-01-15 12:00:00,10.0,10.0,10.0,10.0,0.0
73,21120,2017-01-15 16:00:00,10.01,10.01,10.01,10.01,0.0
74,21360,2017-01-15 20:00:00,9.8,9.8,9.8,9.8,0.0
75,21600,2017-01-16 00:00:00,9.81,9.81,9.81,9.81,0.0
76,22080,2017-01-16 08:00:00,9.7,9.7,9.7,9.7,0.0
77,22320,2017-01-16 12:00:00,9.6,9.6,9.6,9.6,0.0
78,22560,2017-01-16 16:00:00,9.7,9.7,9.7,9.7,0.0
79,22800,2017-01-16 20:00:00,9.64,9.64,9.64,9.64,0.0
80,23040,2017-01-17 00:00:00,9.6,9.6,9.6,9.6,0.0
81,23520,2017-01-17 08:00:00,9.94,9.94,9.94,9.94,0.0
82,23760,2017-01-17 12:00:00,9.92,9.92,9.92,9.92,0.0
83,24000,2017-01-17 16:00:00,10.08,10.08,10.08,10.08,0.0
84,24240,2017-01-17 20:00:00,10.44,10.44,10.44,10.44,0.0
85,24480,2017-01-18 00:00:00,10.18,10.18,10.18,10.18,0.0
86,24960,2017-01-18 08:00:00,10.39,10.39,10.39,10.39,0.0
87,25200,2017-01-18 12:00:00,10.39,10.39,10.39,10.39,0.0
88,25440,2017-01-18 16:00:00,10.34,10.34,10.34,10.34,0.0
89,25680,2017-01-18 20:00:00,10.39,10.39,10.25,10.25,11.0
90,25920,2017-01-19 00:00:00,10.36,10.36,10.36,10.36,0.0
91,26400,2017-01-19 08:00:00,10.36,10.36,10.36,10.36,0.0
92,26640,2017-01-19 12:00:00,10.36,10.36,10.36,10.36,0.0
93,26880,2017-01-19 16:00:00,10.36,10.36,10.36,10.36,0.0
94,27120,2017-01-19 20:00:00,10.42,10.42,10.42,10.42,0.0
95,27360,2017-01-20 00:00:00,10.45,10.45,10.45,10.45,0.0
96,27840,2017-01-20 08:00:00,10.6,10.6,10.6,10.6,0.0
97,28080,2017-01-20 12:00:00,10.6,10.6,10.6,10.6,0.0
98,28320,2017-01-20 16:00:00,10.64,10.64,10.64,10.64,0.0
99,28560,2017-01-20 20:00:00,10.67,10.67,10.67,10.67,0.0
100,28800,2017-01-21 00:00:00,10.72,10.72,10.72,10.72,0.0
101,29280,2017-01-21 08:00:00,10.64,10.64,10.64,10.64,0.0
102,29520,2017-01-21 12:00:00,10.64,10.64,10.64,10.64,0.0
103,29760,2017-01-21 16:00:00,10.65,10.65,10.65,10.65,0.0
104,30000,2017-01-21 20:00:00,10.9,10.9,10.9,10.9,0.0
105,30240,2017-01-22 00:00:00,10.86,10.86,10.86,10.86,0.0
106,30720,2017-01-22 08:00:00,10.88,10.88,10.88,10.88,0.3
107,30960,2017-01-22 12:00:00,10.87,10.87,10.87,10.87,0.0
108,31200,2017-01-22 16:00:00,10.69,10.69,10.69,10.69,0.0
109,31440,2017-01-22 20:00:00,10.92,10.92,10.92,10.92,0.0
110,31680,2017-01-23 00:00:00,10.76,10.76,10.76,10.76,0.0
111,32160,2017-01-23 08:00:00,10.77,10.77,10.77,10.77,0.0
112,32400,2017-01-23 12:00:00,10.77,10.77,10.77,10.77,0.0
113,32640,2017-01-23 16:00:00,10.77,10.77,10.77,10.77,0.0
114,32880,2017-01-23 20:00:00,10.76,10.76,10.76,10.76,0.0
115,33120,2017-01-24 00:00:00,10.77,10.77,10.77,10.77,0.0
116,33600,2017-01-24 08:00:00,10.76,10.76,10.76,10.76,0.0
117,33840,2017-01-24 12:00:00,10.62,10.62,10.62,10.62,0.0
118,34080,2017-01-24 16:00:00,10.67,10.67,10.67,10.67,0.0
119,34320,2017-01-24 20:00:00,10.61,10.61,10.61,10.61,0.0
120,34560,2017-01-25 00:00:00,10.55,10.55,10.55,10.55,0.0
121,35040,2017-01-25 08:00:00,10.58,10.58,10.58,10.58,0.0
122,35280,2017-01-25 12:00:00,10.57,10.57,10.57,10.57,0.0
123,35520,2017-01-25 16:00:00,10.61,10.61,10.61,10.61,0.0
124,35760,2017-01-25 20:00:00,10.66,10.66,10.66,10.66,0.0
125,36000,2017-01-26 00:00:00,10.64,10.64,10.64,10.64,0.0
126,36480,2017-01-26 08:00:00,10.6,10.6,10.6,10.6,0.0
127,36720,2017-01-26 12:00:00,10.6,10.6,10.6,10.6,0.0
128,36960,2017-01-26 16:00:00,10.66,10.66,10.66,10.66,0.0
129,37200,2017-01-26 20:00:00,10.65,10.65,10.65,10.65,0.0
130,37440,2017-01-27 00:00:00,10.71,10.71,10.71,10.71,0.0
131,37920,2017-01-27 08:00:00,10.76,10.76,10.59,10.59,4.721435
132,38160,2017-01-27 12:00:00,10.6,10.6,10.6,10.6,0.0
133,38400,2017-01-27 16:00:00,10.56,10.56,10.56,10.56,0.0
134,38640,2017-01-27 20:00:00,10.65,10.65,10.65,10.65,0.0
135,38880,2017-01-28 00:00:00,10.68,10.68,10.68,10.68,0.0
136,39360,2017-01-28 08:00:00,10.68,10.68,10.68,10.68,0.0
137,39600,2017-01-28 12:00:00,10.67,10.67,10.67,10.67,0.0
138,39840,2017-01-28 16:00:00,10.67,10.67,10.67,10.67,0.0
139,40080,2017-01-28 20:00:00,10.64,10.64,10.64,10.64,0.0
140,40320,2017-01-29 00:00:00,10.58,10.58,10.58,10.58,0.0
141,40800,2017-01-29 08:00:00,10.63,10.63,10.63,10.63,0.0
142,41040,2017-01-29 12:00:00,10.63,10.63,10.63,10.63,0.0
143,41280,2017-01-29 16:00:00,10.63,10.63,10.63,10.63,0.0
144,41520,2017-01-29 20:00:00,10.52,10.52,10.52,10.52,0.0
145,41760,2017-01-30 00:00:00,10.54,10.54,10.54,10.54,0.0
146,42240,2017-01-30 08:00:00,10.54,10.54,10.54,10.54,0.0
147,42480,2017-01-30 12:00:00,10.54,10.54,10.54,10.54,0.0
148,42720,2017-01-30 16:00:00,10.75,10.75,10.75,10.75,0.0
149,42960,2017-01-30 20:00:00,10.52,10.52,10.52,10.52,0.0
150,43200,2017-01-31 00:00:00,10.73,10.73,10.73,10.73,0.0
151,43680,2017-01-31 08:00:00,10.72,10.72,10.72,10.72,0.0
152,43920,2017-01-31 12:00:00,10.72,10.72,10.72,10.72,0.0
153,44160,2017-01-31 16:00:00,10.74,10.74,10.74,10.74,0.0
154,44400,2017-01-31 20:00:00,10.76,10.76,10.76,10.76,0.0
155,44640,2017-02-01 00:00:00,10.76,10.76,10.76,10.76,0.0
156,45120,2017-02-01 08:00:00,10.76,10.76,10.76,10.76,0.0
157,45360,2017-02-01 12:00:00,10.75,10.75,10.75,10.75,0.0
158,45600,2017-02-01 16:00:00,10.6,10.6,10.6,10.6,0.0
159,45840,2017-02-01 20:00:00,10.65,10.65,10.65,10.65,0.0
160,46080,2017-02-02 00:00:00,10.73,10.73,10.73,10.73,0.0
161,46560,2017-02-02 08:00:00,10.67,10.69,10.67,10.69,0.432732
162,46800,2017-02-02 12:00:00,10.71,10.71,10.71,10.71,0.0
163,47040,2017-02-02 16:00:00,10.73,10.73,10.73,10.73,0.0
164,47280,2017-02-02 20:00:00,10.78,10.78,10.78,10.78,0.0
165,47520,2017-02-03 00:00:00,10.8,10.8,10.8,10.8,0.0
166,48000,2017-02-03 08:00:00,10.92,10.92,10.92,10.92,0.0
167,48240,2017-02-03 12:00:00,10.78,10.78,10.78,10.78,0.0
168,48480,2017-02-03 16:00:00,10.5,10.5,10.5,10.5,0.0
169,48720,2017-02-03 20:00:00,10.95,10.95,10.95,10.95,0.0
170,48960,2017-02-04 00:00:00,10.98,10.98,10.98,10.98,200.0
171,49440,2017-02-04 08:00:00,11.25,11.25,11.25,11.25,0.0
172,49680,2017-02-04 12:00:00,11.25,11.25,11.25,11.25,0.0
173,49920,2017-02-04 16:00:00,11.3,11.3,11.3,11.3,0.0
174,50160,2017-02-04 20:00:00,11.25,11.25,11.25,11.25,0.0
175,50400,2017-02-05 00:00:00,11.38,11.38,11.38,11.38,0.0
176,50880,2017-02-05 08:00:00,11.36,11.36,11.36,11.36,0.0
177,51120,2017-02-05 12:00:00,11.29,11.29,11.29,11.29,0.0
178,51360,2017-02-05 16:00:00,11.31,11.31,11.31,11.31,0.0
179,51600,2017-02-05 20:00:00,11.09,11.09,11.09,11.09,0.0
180,51840,2017-02-06 00:00:00,11.23,11.23,11.23,11.23,0.0
181,52320,2017-02-06 08:00:00,11.23,11.23,11.23,11.23,0.0
182,52560,2017-02-06 12:00:00,11.23,11.23,11.23,11.23,0.0
183,52800,2017-02-06 16:00:00,11.26,11.26,11.26,11.26,0.0
184,53040,2017-02-06 20:00:00,11.32,11.32,11.32,11.32,1.75
185,53280,2017-02-07 00:00:00,11.32,11.32,11.32,11.32,0.0
186,53760,2017-02-07 08:00:00,11.43,11.43,11.43,11.43,0.0
187,54000,2017-02-07 12:00:00,11.47,11.47,11.47,11.47,0.0
188,54240,2017-02-07 16:00:00,11.49,11.49,11.49,11.49,0.0
189,54480,2017-02-07 20:00:00,11.47,11.47,11.47,11.47,5.0
190,54720,2017-02-08 00:00:00,11.51,11.51,11.51,11.51,0.0
191,55200,2017-02-08 08:00:00,11.63,11.63,11.63,11.63,113.46576
192,55440,2017-02-08 12:00:00,11.25,11.25,11.25,11.25,0.0
193,55680,2017-02-08 16:00:00,11.42,11.42,11.42,11.42,9.53
194,55920,2017-02-08 20:00:00,11.47,11.47,11.47,11.47,0.0
195,56160,2017-02-09 00:00:00,11.47,11.47,11.47,11.47,0.0
196,56640,2017-02-09 08:00:00,11.45,11.45,11.45,11.45,0.0
197,56880,2017-02-09 12:00:00,11.45,11.45,11.45,11.45,0.0
198,57120,2017-02-09 16:00:00,10.92,10.92,10.92,10.92,0.0
199,57360,2017-02-09 20:00:00,10.83,10.83,10.83,10.83,0.0
200,57600,2017-02-10 00:00:00,11.02,11.02,11.02,11.02,0.0
201,58080,2017-02-10 08:00:00,11.02,11.02,11.02,11.02,0.0
202,58320,2017-02-10 12:00:00,10.88,10.88,10.88,10.88,0.0
203,58560,2017-02-10 16:00:00,11.04,11.04,11.04,11.04,119.0
204,58800,2017-02-10 20:00:00,11.4,11.4,11.4,11.4,0.0
205,59040,2017-02-11 00:00:00,11.31,11.31,11.31,11.31,0.0
206,59520,2017-02-11 08:00:00,11.35,11.35,11.35,11.35,0.0
207,59760,2017-02-11 12:00:00,11.35,11.35,11.35,11.35,0.0
208,60000,2017-02-11 16:00:00,11.32,11.32,11.32,11.32,0.0
209,60240,2017-02-11 20:00:00,11.33,11.33,11.33,11.33,0.0
210,60480,2017-02-12 00:00:00,11.39,11.39,11.39,11.39,0.0
211,60960,2017-02-12 08:00:00,11.39,11.39,11.39,11.39,0.0
212,61200,2017-02-12 12:00:00,11.37,11.37,11.37,11.37,0.0
213,61440,2017-02-12 16:00:00,11.4,11.4,11.4,11.4,0.0
214,61680,2017-02-12 20:00:00,11.4,11.4,11.4,11.4,0.0
215,61920,2017-02-13 00:00:00,11.41,11.41,11.41,11.41,0.0
216,62400,2017-02-13 08:00:00,11.42,11.42,11.42,11.42,0.0
217,62640,2017-02-13 12:00:00,11.29,11.29,11.29,11.29,0.0
218,62880,2017-02-13 16:00:00,11.28,11.28,11.27,11.27,300.0
219,63120,2017-02-13 20:00:00,11.3,11.3,11.3,11.3,0.0
220,63360,2017-02-14 00:00:00,11.3,11.3,11.3,11.3,0.0
221,63840,2017-02-14 08:00:00,12.04,12.04,12.04,12.04,0.0
222,64080,2017-02-14 12:00:00,12.17,12.17,12.17,12.17,0.0
223,64320,2017-02-14 16:00:00,12.71,12.71,12.71,12.71,0.0
224,64560,2017-02-14 20:00:00,12.98,12.98,12.98,12.98,0.0
225,64800,2017-02-15 00:00:00,13.18,13.18,13.18,13.18,0.0
226,65280,2017-02-15 08:00:00,12.83,12.83,12.83,12.83,0.0
227,65520,2017-02-15 12:00:00,12.99,12.99,12.99,12.99,0.0
228,65760,2017-02-15 16:00:00,12.98,12.98,12.98,12.98,0.0
229,66000,2017-02-15 20:00:00,12.81,12.81,12.81,12.81,0.0
230,66240,2017-02-16 00:00:00,13.06,13.06,13.06,13.06,0.0
231,66720,2017-02-16 08:00:00,12.7,12.7,12.7,12.7,0.0
232,66960,2017-02-16 12:00:00,12.7,12.7,12.7,12.7,0.0
233,67200,2017-02-16 16:00:00,12.93,12.93,12.93,12.93,0.0
234,67440,2017-02-16 20:00:00,12.88,12.88,12.88,12.88,0.0
235,67680,2017-02-17 00:00:00,12.96,12.96,12.96,12.96,0.0
236,68160,2017-02-17 08:00:00,12.94,12.94,12.94,12.94,0.0
237,68400,2017-02-17 12:00:00,12.81,12.81,12.81,12.81,0.0
238,68640,2017-02-17 16:00:00,12.85,12.85,12.85,12.85,0.0
239,68880,2017-02-17 20:00:00,12.74,12.74,12.74,12.74,0.0
240,69120,2017-02-18 00:00:00,12.74,12.74,12.74,12.74,0.0
241,69600,2017-02-18 08:00:00,12.81,12.81,12.81,12.81,0.0
242,69840,2017-02-18 12:00:00,12.8,12.8,12.8,12.8,0.0
243,70080,2017-02-18 16:00:00,12.84,12.84,12.84,12.84,0.0
244,70320,2017-02-18 20:00:00,12.86,12.86,12.86,12.86,0.0
245,70560,2017-02-19 00:00:00,12.8,12.8,12.8,12.8,0.0
246,71040,2017-02-19 08:00:00,12.85,12.85,12.85,12.85,0.0
247,71280,2017-02-19 12:00:00,12.91,12.91,12.91,12.91,0.0
248,71520,2017-02-19 16:00:00,12.97,12.97,12.97,12.97,0.0
249,71760,2017-02-19 20:00:00,12.78,12.78,12.78,12.78,0.0
250,72000,2017-02-20 00:00:00,12.78,12.78,12.78,12.78,0.0
251,72480,2017-02-20 08:00:00,12.8,12.8,12.8,12.8,0.0
252,72720,2017-02-20 12:00:00,12.79,12.79,12.79,12.79,0.0
253,72960,2017-02-20 16:00:00,12.8,12.8,12.8,12.8,0.0
254,73200,2017-02-20 20:00:00,12.79,12.79,12.79,12.79,0.0
255,73440,2017-02-21 00:00:00,12.54,12.54,12.34,12.34,47.903982
256,73920,2017-02-21 08:00:00,12.55,12.55,12.55,12.55,0.0
257,74160,2017-02-21 12:00:00,12.7,12.7,12.7,12.7,0.0
258,74400,2017-02-21 16:00:00,12.72,12.72,12.72,12.72,0.0
259,74640,2017-02-21 20:00:00,12.76,12.76,12.76,12.76,0.0
260,74880,2017-02-22 00:00:00,12.84,12.84,12.84,12.84,0.0
261,75360,2017-02-22 08:00:00,12.77,12.77,12.77,12.77,0.0
262,75600,2017-02-22 12:00:00,12.77,12.77,12.77,12.77,0.0
263,75840,2017-02-22 16:00:00,12.75,12.75,12.75,12.75,0.0
264,76080,2017-02-22 20:00:00,12.7,12.7,12.7,12.7,0.0
265,76320,2017-02-23 00:00:00,12.69,12.69,12.69,12.69,0.0
266,76800,2017-02-23 08:00:00,12.64,12.64,12.64,12.64,0.0
267,77040,2017-02-23 12:00:00,12.76,12.76,12.76,12.76,0.0
268,77280,2017-02-23 16:00:00,12.84,12.84,12.84,12.84,0.0
269,77520,2017-02-23 20:00:00,13.02,13.02,13.02,13.02,0.0
270,77760,2017-02-24 00:00:00,13.14,13.14,13.14,13.14,0.0
271,78240,2017-02-24 08:00:00,12.89,12.89,12.89,12.89,0.0
272,78480,2017-02-24 12:00:00,13.21,13.21,13.21,13.21,0.0
273,78720,2017-02-24 16:00:00,13.26,13.26,13.26,13.26,0.0
274,78960,2017-02-24 20:00:00,13.18,13.18,13.18,13.18,0.0
275,79200,2017-02-25 00:00:00,13.22,13.22,13.22,13.22,0.0
276,79680,2017-02-25 08:00:00,13.3,13.3,13.3,13.3,0.0
277,79920,2017-02-25 12:00:00,13.34,13.34,13.34,13.34,0.0
278,80160,2017-02-25 16:00:00,13.65,13.65,13.65,13.65,0.0
279,80400,2017-02-25 20:00:00,13.69,13.69,13.69,13.69,0.0
280,80640,2017-02-26 00:00:00,13.72,13.72,13.72,13.72,0.0
281,81120,2017-02-26 08:00:00,13.7,13.7,13.7,13.7,0.0
282,81360,2017-02-26 12:00:00,13.68,13.68,13.68,13.68,0.0
283,81600,2017-02-26 16:00:00,13.71,13.71,13.71,13.71,0.0
284,81840,2017-02-26 20:00:00,14.21,14.21,14.21,14.21,0.0
285,82080,2017-02-27 00:00:00,14.95,14.95,14.95,14.95,0.0
286,82560,2017-02-27 08:00:00,14.74,14.74,14.74,14.74,0.0
287,82800,2017-02-27 12:00:00,14.7,14.7,14.7,14.7,0.0
288,83040,2017-02-27 16:00:00,14.89,14.89,14.89,14.89,0.0
289,83280,2017-02-27 20:00:00,14.83,14.83,14.83,14.83,0.0
290,83520,2017-02-28 00:00:00,15.5,15.5,15.5,15.5,0.0
291,84000,2017-02-28 08:00:00,16.0,16.0,16.0,16.0,0.0
292,84240,2017-02-28 12:00:00,15.76,15.76,15.76,15.76,0.0
293,84480,2017-02-28 16:00:00,15.68,15.71,15.68,15.71,6.35874297
294,84720,2017-02-28 20:00:00,15.95,16.01,15.95,16.01,6.350852
295,84960,2017-03-01 00:00:00,16.05,16.05,16.05,16.05,0.0
296,85440,2017-03-01 08:00:00,16.1,16.1,16.1,16.1,0.0
297,85680,2017-03-01 12:00:00,16.1,16.1,16.1,16.1,0.0
298,85920,2017-03-01 16:00:00,15.9,15.9,15.9,15.9,0.0
299,86160,2017-03-01 20:00:00,16.45,16.45,16.4,16.4,1.48
300,86400,2017-03-02 00:00:00,17.87,17.87,17.68,17.69,28.5
301,86880,2017-03-02 08:00:00,17.31,17.31,17.31,17.31,0.0
302,87120,2017-03-02 12:00:00,18.17,18.17,18.17,18.17,0.0
303,87360,2017-03-02 16:00:00,18.88,18.88,18.88,18.88,0.0
304,87600,2017-03-02 20:00:00,18.99,18.99,18.99,18.99,10.0
305,87840,2017-03-03 00:00:00,19.21,19.22,19.21,19.22,25.949531
306,88320,2017-03-03 08:00:00,20.52,20.52,20.52,20.52,0.0
307,88560,2017-03-03 12:00:00,20.5,20.5,20.5,20.5,0.0
308,88800,2017-03-03 16:00:00,18.12,18.12,18.12,18.12,0.0
309,89040,2017-03-03 20:00:00,19.59,19.6,19.59,19.6,2.55102
310,89280,2017-03-04 00:00:00,19.65,19.65,19.65,19.65,0.0
311,89760,2017-03-04 08:00:00,19.9,19.9,19.9,19.9,0.0
312,90000,2017-03-04 12:00:00,19.7,19.7,19.7,19.7,0.0
313,90240,2017-03-04 16:00:00,19.6,19.6,19.6,19.6,0.0
314,90480,2017-03-04 20:00:00,19.08,19.08,19.08,19.08,0.0
315,90720,2017-03-05 00:00:00,18.65,18.65,18.65,18.65,50.686828
316,91200,2017-03-05 08:00:00,18.74,18.74,18.74,18.74,0.0
317,91440,2017-03-05 12:00:00,18.3,18.3,18.3,18.3,0.0
318,91680,2017-03-05 16:00:00,19.05,19.05,19.05,19.05,0.0
319,91920,2017-03-05 20:00:00,19.22,19.22,19.22,19.22,0.0
320,92160,2017-03-06 00:00:00,19.2,19.2,19.2,19.2,0.0
321,92640,2017-03-06 08:00:00,19.34,19.34,19.34,19.34,0.0
322,92880,2017-03-06 12:00:00,19.5,19.5,19.5,19.5,0.0
323,93120,2017-03-06 16:00:00,19.75,19.75,19.75,19.75,0.0
324,93360,2017-03-06 20:00:00,20.0,20.0,20.0,20.0,0.0
325,93600,2017-03-07 00:00:00,19.97,19.97,19.97,19.97,0.0
326,94080,2017-03-07 08:00:00,19.5,19.5,19.5,19.5,0.0
327,94320,2017-03-07 12:00:00,18.87,18.87,18.87,18.87,0.0
328,94560,2017-03-07 16:00:00,19.02,19.02,19.02,19.02,0.0
329,94800,2017-03-07 20:00:00,19.29,19.29,19.29,19.29,0.0
330,95040,2017-03-08 00:00:00,18.95,18.95,18.95,18.95,26.319261
331,95520,2017-03-08 08:00:00,18.18,18.18,18.18,18.18,0.0
332,95760,2017-03-08 12:00:00,18.37,18.37,18.37,18.37,0.0
333,96000,2017-03-08 16:00:00,17.65,17.65,17.65,17.65,0.0
334,96240,2017-03-08 20:00:00,17.65,17.65,17.65,17.65,0.0
335,96480,2017-03-09 00:00:00,16.52,16.52,16.52,16.52,9.079905
336,96960,2017-03-09 08:00:00,17.46,17.46,17.46,17.46,0.0
337,97200,2017-03-09 12:00:00,17.12,17.12,17.12,17.12,0.0
338,97440,2017-03-09 16:00:00,17.77,17.77,17.77,17.77,0.0
339,97680,2017-03-09 20:00:00,17.82,17.82,17.82,17.82,0.0
340,97920,2017-03-10 00:00:00,18.0,18.0,18.0,18.0,0.0
341,98400,2017-03-10 08:00:00,17.97,17.97,17.97,17.97,0.0
342,98640,2017-03-10 12:00:00,17.8,17.8,17.8,17.8,0.0
343,98880,2017-03-10 16:00:00,18.95,18.95,18.85,18.85,26.4131
344,99120,2017-03-10 20:00:00,18.67,18.67,18.67,18.67,0.0
345,99360,2017-03-11 00:00:00,19.1,19.1,19.1,19.1,0.0
346,99840,2017-03-11 08:00:00,19.19,19.19,19.19,19.19,0.0
347,100080,2017-03-11 12:00:00,19.76,19.76,19.76,19.76,0.0
348,100320,2017-03-11 16:00:00,20.0,20.0,20.0,20.0,0.0
349,100560,2017-03-11 20:00:00,20.67,20.67,20.67,20.67,0.0
350,100800,2017-03-12 00:00:00,21.5,21.5,21.5,21.5,100.0
351,101280,2017-03-12 08:00:00,22.8,22.8,22.8,22.8,0.0
352,101520,2017-03-12 12:00:00,22.61,22.61,22.61,22.61,6.63423
353,101760,2017-03-12 16:00:00,22.0,22.0,22.0,22.0,4.436168
354,102000,2017-03-12 20:00:00,22.89,22.89,22.89,22.89,0.0
355,102240,2017-03-13 00:00:00,23.6,23.6,23.6,23.6,0.0
356,102720,2017-03-13 08:00:00,29.0,29.0,29.0,29.0,10.0
357,102960,2017-03-13 12:00:00,29.25,29.25,29.25,29.25,0.0
358,103200,2017-03-13 16:00:00,30.04,30.04,30.03,30.03,25.0
359,103440,2017-03-13 20:00:00,29.44,29.44,29.43,29.43,236.933708
360,103680,2017-03-14 00:00:00,28.76,28.76,28.76,28.76,0.0
361,104160,2017-03-14 08:00:00,28.64,28.64,28.64,28.64,0.0
362,104400,2017-03-14 12:00:00,29.1,29.1,29.1,29.1,0.0
363,104640,2017-03-14 16:00:00,28.2,28.2,28.2,28.2,0.0
364,104880,2017-03-14 20:00:00,28.34,28.34,28.34,28.34,0.0
365,105120,2017-03-15 00:00:00,28.99,28.99,28.99,28.99,0.0
366,105600,2017-03-15 08:00:00,29.09,29.09,29.09,29.09,0.0
